filename,prompt,negative_prompt
30-orea-v4-water-pour-logo.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Thin stream of hot water pouring into a white paper filter inside an Orea V4 Narrow style matte black coffee dripper, with an even bed of ground coffee blooming slightly. The kettle is mostly out of frame, only the controlled water stream is visible. Add a small white Zeri’s Coffee Roaster circular logo as serigraphy on the black brewer surface where visible.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
31-orea-v4-coffee-bloom-logo.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Close product photo of a coffee bloom inside a white paper filter placed in an Orea V4 Narrow style matte black dripper, ground coffee slightly expanded and wet, small bubbles visible. Add a small white Zeri’s Coffee Roaster circular logo printed on the visible front of the brewer.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
32-orea-v4-extraction-flow-logo.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Orea V4 Narrow style matte black coffee dripper on a clear glass server, with a thin amber coffee extraction stream dripping into the server. Add a small white Zeri’s Coffee Roaster circular logo printed on the black brewer surface. Realistic transparent glass reflections.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
33-water-pitcher-clear.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Clear glass water pitcher with clean transparent water inside, realistic reflections and refractions, minimal specialty coffee brewing accessory. No markings, no numbers, no logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
34-coffee-glass-server-isolated.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Clear glass coffee server for pour-over brewing, minimal rounded shape, small spout, realistic transparent glass reflections. No coffee inside, no logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
35-coffee-glass-server-brewed-coffee.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Clear glass coffee server partially filled with amber brewed filter coffee, realistic coffee color, transparent glass reflections. No logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
36-coffee-scale-minimal-black.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Minimalist matte black digital coffee scale, clean rectangular shape, display turned off or without readable numbers, premium specialty coffee accessory. No logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
37-coffee-scale-glass-server.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Clear glass coffee server placed on a minimalist matte black coffee scale, display turned off or without readable numbers, realistic glass reflections. No logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
38-orea-v4-scale-server-logo.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Orea V4 Narrow style matte black coffee dripper placed on a clear glass server, both sitting on a minimalist matte black digital coffee scale. Add a small white Zeri’s Coffee Roaster circular logo printed on the black brewer surface. No readable numbers on the scale.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
39-manual-coffee-grinder-isolated.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Minimalist manual coffee grinder, matte black cylindrical body, stainless steel crank handle, realistic metal and matte textures. No brand logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
40-electric-coffee-grinder-isolated.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Compact minimalist electric coffee grinder, matte black body, clean hopper shape, specialty coffee equipment aesthetic. No brand logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
41-coffee-dose-spoon-isolated.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Minimalist stainless steel coffee dosing spoon, empty, realistic metal reflections, clean premium accessory. No logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
42-coffee-wdt-tool-isolated.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Minimalist coffee WDT distribution tool with fine metal needles and a matte black handle, sharp detail, clean specialty coffee accessory. No logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
43-coffee-rdt-spray-bottle.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Small minimalist water spray bottle for coffee RDT technique, translucent or matte clear body, black sprayer, premium clean coffee accessory. No label, no logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
44-orea-v4-complete-kit-logo.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Complete minimalist Orea V4 Narrow style pour-over coffee kit arranged neatly as one clean product scene: matte black narrow dripper with white Zeri’s Coffee Roaster circular logo printed on the front, white paper filters, clear glass server, matte black coffee scale, gooseneck kettle, small pile of arabica coffee beans with S-shaped creases. Generous spacing, one product composition, not a collage.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
45-orea-v4-method-components-logo.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Complete pour-over setup arranged as separated components in one clean scene: matte black Orea V4 Narrow style dripper with white Zeri’s Coffee Roaster circular logo, interchangeable bottom bases, stainless steel support base, white paper filters, coffee beans, medium-ground coffee, glass server, and coffee scale. Technical organized layout, one product composition, not a collage.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
46-orea-v4-filters-beans-logo.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Orea V4 Narrow style matte black coffee dripper with a white Zeri’s Coffee Roaster circular logo printed on the front, a small stack of white wave paper filters, and roasted arabica coffee beans with curved S-shaped center creases, arranged cleanly with generous spacing. One product composition, not a collage.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
47-orea-v4-kettle-server-logo.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Matte black Orea V4 Narrow style coffee dripper with white Zeri’s Coffee Roaster circular logo printed on the front, minimalist matte black gooseneck kettle, and clear glass coffee server arranged as a clean brewing set. One product composition, not a collage.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
48-orea-v4-brewing-action-logo.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Orea V4 Narrow style matte black dripper with white Zeri’s Coffee Roaster circular logo printed on the front, placed on a clear glass server, with a thin controlled stream of water entering the coffee bed and amber coffee dripping into the server. One brewing product scene only, not a collage.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
49-orea-v4-floating-elements-logo.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Orea V4 Narrow style matte black coffee dripper centered, with white Zeri’s Coffee Roaster circular logo printed on the front, surrounded by a few floating brewing elements: white paper filters, arabica coffee beans with S-shaped creases, medium-ground coffee particles, small water droplets, stainless steel spoon, and modular black bases. Balanced spacing, one premium product composition, not a collage.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
50-orea-v4-diagonal-composition-logo.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Diagonal arrangement of specialty coffee brewing tools: Orea V4 Narrow style matte black dripper with white Zeri’s Coffee Roaster circular logo printed on the front, white paper filters, glass server, black digital scale, gooseneck kettle, coffee beans and ground coffee. Elegant minimal layout, one product composition, not a collage.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
51-orea-v4-recipe-layout-logo.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Visual ingredients of a pour-over coffee recipe: Orea V4 Narrow style matte black brewer with white Zeri’s Coffee Roaster circular logo printed on the front, white paper filter, small clean mound of medium-ground coffee, clear water pitcher, glass server, and black scale. No readable numbers or text. One clean app-friendly layout, not a collage.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
52-orea-v4-onboarding-set-logo.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Clean minimalist pour-over coffee onboarding set: matte black narrow Orea V4 style coffee dripper with white Zeri’s Coffee Roaster circular logo printed on the front, white paper filter, small pile of arabica coffee beans, glass server and black coffee scale. Generous white space, one product composition, not a collage.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
53-orea-filter-paper-texture-macro.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Macro detail of clean white coffee paper filter texture inside a narrow black pour-over brewer, delicate paper fibers visible, premium technical coffee aesthetic. No logo visible, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
54-coffee-bloom-macro.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Macro detail of wet blooming medium-ground coffee inside a white paper filter, small bubbles and realistic texture visible, clean premium technical coffee image. No logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
55-water-droplets-white-bg.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Clear water droplets suspended in motion, realistic transparency, crisp highlights, premium clean technical coffee brewing aesthetic. No hands, no tools, no logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
56-arabica-bean-macro.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Single roasted arabica coffee bean isolated on white. The bean must have an oval shape and a curved S-shaped center crease, not a straight cut. Detailed roasted texture, realistic brown tones. No logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
57-medium-grind-texture-macro.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Macro texture of medium-ground specialty coffee particles suitable for pour-over brewing, detailed granular texture, natural brown tones, clean technical image. No hands, no spoon, no logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
58-filter-coffee-drip-macro.webp,"Create exactly ONE image. Do not create a collage. Do not create a grid. Do not show multiple variations. One single product photograph only. Hyperrealistic premium studio product photography, seamless infinite pure white background, mobile app asset, exact size 1200 x 1600 pixels, vertical portrait format, WebP or optimized JPG output, sharp focus, soft diffused studio lighting, subtle realistic contact shadow, realistic materials, clean edges, no table, no kitchen, no lifestyle background, no hands unless explicitly requested, no watermark. Thin amber filter coffee drip falling from the bottom of a black pour-over brewer, realistic liquid texture, crisp highlights, premium technical coffee aesthetic. No logo, no text.","collage, grid, multiple images in one frame, contact sheet, variations sheet, six images, multiple products unless explicitly requested, flat vector, cartoon, illustration, infographic, app mockup, CGI render look, plastic toy, fake product, distorted geometry, wrong proportions, extra objects, kitchen background, wooden table, marble surface, grey background, colored background, strong shadow, dirty surface, text overlay, watermark, blurry, low resolution, duplicated object, deformed circles, unreadable typography, misspelled logo"
